"voice","displayText","expectedText","transcript","similarity","semanticIssue","staticIssues","transcriptionError","bytes","durationSeconds","lessons","relativePath"
"marin","ear","ear","","","","","","11520","0.72","19","public/audio/tts/library/marin/ear-6f5cfb137dc83f25.mp3"
"cedar","ear","ear","","","","","","15360","0.96","19","public/audio/tts/library/cedar/ear-6f5cfb137dc83f25.mp3"
"marin","early","early","","","","","","16896","1.056","31","public/audio/tts/library/marin/early-1925258482b3f0de.mp3"
"cedar","early","early","","","","","","16896","1.056","31","public/audio/tts/library/cedar/early-1925258482b3f0de.mp3"
"marin","earn","earn","","","","","","18432","1.152","8","public/audio/tts/library/marin/earn-07accf8ef6b62bfc.mp3"
"cedar","earn","earn","","","","","","18432","1.152","8","public/audio/tts/library/cedar/earn-07accf8ef6b62bfc.mp3"
"marin","earring","earring","","","","","","14592","0.912","49","public/audio/tts/library/marin/earring-867b87ad906d2abb.mp3"
"cedar","earring","earring","","","","","","21888","1.368","49","public/audio/tts/library/cedar/earring-867b87ad906d2abb.mp3"
"marin","earth","earth","","","","","","25728","1.608","106","public/audio/tts/library/marin/earth-7e8c5f378b4addba.mp3"
"cedar","earth","earth","","","","","","21888","1.368","106","public/audio/tts/library/cedar/earth-7e8c5f378b4addba.mp3"
"marin","earthquake","earthquake","","","","","","19968","1.248","106","public/audio/tts/library/marin/earthquake-247025e5fa42f34b.mp3"
"cedar","earthquake","earthquake","","","","","","18432","1.152","106","public/audio/tts/library/cedar/earthquake-247025e5fa42f34b.mp3"
"marin","ease","ease","","","","","","21120","1.32","95","public/audio/tts/library/marin/ease-514c1c98553e9868.mp3"
"cedar","ease","ease","","","","","","16128","1.008","95","public/audio/tts/library/cedar/ease-514c1c98553e9868.mp3"
"marin","Easier said than done.","Easier said than done.","","","","","","38400","2.4","","public/audio/tts/library/marin/easier-said-than-done-c440cd10a04053c3.mp3"
"cedar","Easier said than done.","Easier said than done.","","","","","","28800","1.8","","public/audio/tts/library/cedar/easier-said-than-done-c440cd10a04053c3.mp3"
"marin","east","east","","","","","","25728","1.608","84","public/audio/tts/library/marin/east-80ea4fbde0e345a2.mp3"
"cedar","east","east","","","","","","18432","1.152","84","public/audio/tts/library/cedar/east-80ea4fbde0e345a2.mp3"
"marin","Easter","Easter","","","","","","13824","0.864","101","public/audio/tts/library/marin/easter-7748124ad261abcd.mp3"
"cedar","Easter","Easter","","","","","","28800","1.8","101","public/audio/tts/library/cedar/easter-7748124ad261abcd.mp3"
"marin","easy","easy","","","","","","22656","1.416","116","public/audio/tts/library/marin/easy-74f69e3aadb70215.mp3"
"cedar","easy","easy","","","","","","16128","1.008","116","public/audio/tts/library/cedar/easy-74f69e3aadb70215.mp3"
"marin","eat","eat","","","","","","17664","1.104","19","public/audio/tts/library/marin/eat-d5db1a2e799169e8.mp3"
"cedar","eat","eat","","","","","","15360","0.96","19","public/audio/tts/library/cedar/eat-d5db1a2e799169e8.mp3"
"marin","eat like a bird","eat like a bird","","","","","","36864","2.304","","public/audio/tts/library/marin/eat-like-a-bird-2cb47a4247931d47.mp3"
"cedar","eat like a bird","eat like a bird","","","","","","23424","1.464","","public/audio/tts/library/cedar/eat-like-a-bird-2cb47a4247931d47.mp3"
"marin","eat out","eat out","","","","","","28800","1.8","","public/audio/tts/library/marin/eat-out-f8c9648b53e28f50.mp3"
"cedar","eat out","eat out","","","","","","24960","1.56","","public/audio/tts/library/cedar/eat-out-f8c9648b53e28f50.mp3"
"marin","eat up","eat up","","","","","","19200","1.2","","public/audio/tts/library/marin/eat-up-1edd9e69bbc89ec2.mp3"
"cedar","eat up","eat up","","","","","","32256","2.016","","public/audio/tts/library/cedar/eat-up-1edd9e69bbc89ec2.mp3"
"marin","Education","Education","","","","","","24192","1.512","74","public/audio/tts/library/marin/education-ce992678087400bc.mp3"
"cedar","Education","Education","","","","","","18432","1.152","74","public/audio/tts/library/cedar/education-ce992678087400bc.mp3"
"marin","effort","effort","","","","","","13824","0.864","10","public/audio/tts/library/marin/effort-bb7aca74f2ea1d51.mp3"
"cedar","effort","effort","","","","","","25728","1.608","10","public/audio/tts/library/cedar/effort-bb7aca74f2ea1d51.mp3"
"marin","egg","egg","","","","","","37632","2.352","40","public/audio/tts/library/marin/egg-abfd95ef4fb532c5.mp3"
"cedar","egg","egg","","","","","","15360","0.96","40","public/audio/tts/library/cedar/egg-abfd95ef4fb532c5.mp3"
"marin","eight","eight","","","","","","16128","1.008","29","public/audio/tts/library/marin/eight-470162c282f6c5af.mp3"
"cedar","eight","eight","","","","","","16128","1.008","29","public/audio/tts/library/cedar/eight-470162c282f6c5af.mp3"
"marin","eighteen","eighteen","","","","","","16128","1.008","29","public/audio/tts/library/marin/eighteen-156fe1686024a566.mp3"
"cedar","eighteen","eighteen","","","","","","13824","0.864","29","public/audio/tts/library/cedar/eighteen-156fe1686024a566.mp3"
"marin","eighty","eighty","","","","","","14592","0.912","30","public/audio/tts/library/marin/eighty-b06f94b36b9a761b.mp3"
"cedar","eighty","eighty","","","","","","14592","0.912","30","public/audio/tts/library/cedar/eighty-b06f94b36b9a761b.mp3"
"marin","either","either","","","","","","24192","1.512","121","public/audio/tts/library/marin/either-bba9fcabff7ba696.mp3"
"cedar","either","either","","","","","","18432","1.152","121","public/audio/tts/library/cedar/either-bba9fcabff7ba696.mp3"
"marin","either or","either or","","","","","","27264","1.704","133","public/audio/tts/library/marin/either-or-4cf9be0108e89781.mp3"
"cedar","either or","either or","","","","","","27264","1.704","133","public/audio/tts/library/cedar/either-or-4cf9be0108e89781.mp3"
"marin","elder","elder","","","","","","13824","0.864","26","public/audio/tts/library/marin/elder-3c1442ecdec5f7bf.mp3"
"cedar","elder","elder","","","","","","23424","1.464","26","public/audio/tts/library/cedar/elder-3c1442ecdec5f7bf.mp3"
"marin","elect","elect","","","","","","22656","1.416","90","public/audio/tts/library/marin/elect-563f2de6bfcf1773.mp3"
"cedar","elect","elect","","","","","","14592","0.912","90","public/audio/tts/library/cedar/elect-563f2de6bfcf1773.mp3"
"marin","electric","electric","","","","","","22656","1.416","69","public/audio/tts/library/marin/electric-a7de19a1cfe749ff.mp3"
"cedar","electric","electric","","","","","","21120","1.32","69","public/audio/tts/library/cedar/electric-a7de19a1cfe749ff.mp3"
"marin","Electronic","Electronic","","","","","","22656","1.416","35","public/audio/tts/library/marin/electronic-3e2374a1b834d2ba.mp3"
"cedar","Electronic","Electronic","","","","","","21888","1.368","35","public/audio/tts/library/cedar/electronic-3e2374a1b834d2ba.mp3"
"marin","elementary school","elementary school","","","","","","24960","1.56","74","public/audio/tts/library/marin/elementary-school-710f3e7d8b81e2d4.mp3"
"cedar","elementary school","elementary school","","","","","","19200","1.2","74","public/audio/tts/library/cedar/elementary-school-710f3e7d8b81e2d4.mp3"
"marin","elephant","elephant","","","","","","28800","1.8","111","public/audio/tts/library/marin/elephant-f87ee5ffc8e4828e.mp3"
"cedar","elephant","elephant","","","","","","15360","0.96","111","public/audio/tts/library/cedar/elephant-f87ee5ffc8e4828e.mp3"
"marin","eleven","eleven","","","","","","29568","1.848","29","public/audio/tts/library/marin/eleven-801cea89ae869cc9.mp3"
"cedar","eleven","eleven","","","","","","19200","1.2","29","public/audio/tts/library/cedar/eleven-801cea89ae869cc9.mp3"
"marin","else","else","","","","","","19200","1.2","120","public/audio/tts/library/marin/else-235df3f729dfa7ee.mp3"
"cedar","else","else","","","","","","21120","1.32","120","public/audio/tts/library/cedar/else-235df3f729dfa7ee.mp3"
"marin","embarrass","embarrass","","","","","","24192","1.512","18","public/audio/tts/library/marin/embarrass-88fe1dcc3548446d.mp3"
"cedar","embarrass","embarrass","","","","","","21888","1.368","18","public/audio/tts/library/cedar/embarrass-88fe1dcc3548446d.mp3"
"marin","emotion","emotion","","","","","","19200","1.2","22","public/audio/tts/library/marin/emotion-516ae6629e4a3af0.mp3"
"cedar","emotion","emotion","","","","","","28032","1.752","22","public/audio/tts/library/cedar/emotion-516ae6629e4a3af0.mp3"
"marin","emphasize","emphasize","","","","","","17664","1.104","90","public/audio/tts/library/marin/emphasize-1606660905578704.mp3"
"cedar","emphasize","emphasize","","","","","","22656","1.416","90","public/audio/tts/library/cedar/emphasize-1606660905578704.mp3"
"marin","employ","employ","","","","","","34560","2.16","8","public/audio/tts/library/marin/employ-563ade38d792c8c6.mp3"
"cedar","employ","employ","","","","","","23424","1.464","8","public/audio/tts/library/cedar/employ-563ade38d792c8c6.mp3"
"marin","empty","empty","","","","","","18432","1.152","116","public/audio/tts/library/marin/empty-45fd2f9df187bc41.mp3"
"cedar","empty","empty","","","","","","16896","1.056","116","public/audio/tts/library/cedar/empty-45fd2f9df187bc41.mp3"
"marin","end","end","","","","","","15360","0.96","115","public/audio/tts/library/marin/end-48332fe667bc51ac.mp3"
"cedar","end","end","","","","","","31488","1.968","115","public/audio/tts/library/cedar/end-48332fe667bc51ac.mp3"
"marin","end up with","end up with","","","","","","28032","1.752","","public/audio/tts/library/marin/end-up-with-fc88ff19a6ae198f.mp3"
"cedar","end up with","end up with","","","","","","24960","1.56","","public/audio/tts/library/cedar/end-up-with-fc88ff19a6ae198f.mp3"
"marin","enemy","enemy","","","","","","21888","1.368","63","public/audio/tts/library/marin/enemy-fc8658cbc3ea1809.mp3"
"cedar","enemy","enemy","","","","","","28800","1.8","63","public/audio/tts/library/cedar/enemy-fc8658cbc3ea1809.mp3"
"marin","energetic","energetic","","","","","","23424","1.464","15","public/audio/tts/library/marin/energetic-abbbf0586fdc5f77.mp3"
"cedar","energetic","energetic","","","","","","21888","1.368","15","public/audio/tts/library/cedar/energetic-abbbf0586fdc5f77.mp3"
"marin","energy","energy","","","","","","36096","2.256","21","public/audio/tts/library/marin/energy-1c14b3d31319dc22.mp3"
"cedar","energy","energy","","","","","","24192","1.512","21","public/audio/tts/library/cedar/energy-1c14b3d31319dc22.mp3"
"marin","engine","engine","","","","","","24192","1.512","92","public/audio/tts/library/marin/engine-a16e8c2cd3405c77.mp3"
"cedar","engine","engine","","","","","","31488","1.968","92","public/audio/tts/library/cedar/engine-a16e8c2cd3405c77.mp3"
"marin","engineer","engineer","","","","","","32256","2.016","6","public/audio/tts/library/marin/engineer-37279d6adeb3647a.mp3"
"cedar","engineer","engineer","","","","","","19200","1.2","6","public/audio/tts/library/cedar/engineer-37279d6adeb3647a.mp3"
"marin","English","English","","","","","","19968","1.248","76","public/audio/tts/library/marin/english-c58d1c37848448c9.mp3"
"cedar","English","English","","","","","","16128","1.008","76","public/audio/tts/library/cedar/english-c58d1c37848448c9.mp3"
"marin","enjoy","enjoy","","","","","","30720","1.92","65","public/audio/tts/library/marin/enjoy-977b99777c38167f.mp3"
"cedar","enjoy","enjoy","","","","","","22656","1.416","65","public/audio/tts/library/cedar/enjoy-977b99777c38167f.mp3"
"marin","enjoy oneself","enjoy oneself","","","","","","29568","1.848","","public/audio/tts/library/marin/enjoy-oneself-9f85128bd424bd0b.mp3"
"cedar","enjoy oneself","enjoy oneself","","","","","","38400","2.4","","public/audio/tts/library/cedar/enjoy-oneself-9f85128bd424bd0b.mp3"
"marin","enough","enough","","","","","","19200","1.2","129","public/audio/tts/library/marin/enough-781fb5e48c02fe19.mp3"
"cedar","enough","enough","","","","","","24192","1.512","129","public/audio/tts/library/cedar/enough-781fb5e48c02fe19.mp3"
"marin","Enough about me.","Enough about me.","","","","","","33024","2.064","","public/audio/tts/library/marin/enough-about-me-61dc42471e693a8f.mp3"
"cedar","Enough about me.","Enough about me.","","","","","","29568","1.848","","public/audio/tts/library/cedar/enough-about-me-61dc42471e693a8f.mp3"
"marin","enter","enter","","","","","","13824","0.864","83","public/audio/tts/library/marin/enter-b53852dc82a51f0a.mp3"
"cedar","enter","enter","","","","","","14592","0.912","83","public/audio/tts/library/cedar/enter-b53852dc82a51f0a.mp3"
"marin","entrance","entrance. Entrance.","","","","","","42624","2.664","83","public/audio/tts/library/marin/entrance-68014d841167be19.mp3"
"cedar","entrance","entrance. Entrance.","","","","","","32256","2.016","83","public/audio/tts/library/cedar/entrance-68014d841167be19.mp3"
"marin","envelope","envelope","","","","","","19200","1.2","80","public/audio/tts/library/marin/envelope-014d43d7335efe2a.mp3"
"cedar","envelope","envelope","","","","","","21120","1.32","80","public/audio/tts/library/cedar/envelope-014d43d7335efe2a.mp3"
"marin","environment","environment","","","","","","19200","1.2","109","public/audio/tts/library/marin/environment-2699ff265931c5cc.mp3"
"cedar","environment","environment","","","","","","21888","1.368","109","public/audio/tts/library/cedar/environment-2699ff265931c5cc.mp3"
"marin","envy","envy","","","","","","16896","1.056","22","public/audio/tts/library/marin/envy-eb9efb6543a36d9c.mp3"
"cedar","envy","envy","","","","","","18432","1.152","22","public/audio/tts/library/cedar/envy-eb9efb6543a36d9c.mp3"
"marin","equal","equal","","","","","","15360","0.96","78","public/audio/tts/library/marin/equal-1907d592edca1235.mp3"
"cedar","equal","equal","","","","","","18432","1.152","78","public/audio/tts/library/cedar/equal-1907d592edca1235.mp3"
"marin","eraser","eraser","","","","","","19200","1.2","80","public/audio/tts/library/marin/eraser-3bc2d2c6fbc20a4a.mp3"
"cedar","eraser","eraser","","","","","","17664","1.104","80","public/audio/tts/library/cedar/eraser-3bc2d2c6fbc20a4a.mp3"
"marin","error","error","","","","","","21888","1.368","78","public/audio/tts/library/marin/error-f097b5f4f46cda2d.mp3"
"cedar","error","error","","","","","","19200","1.2","78","public/audio/tts/library/cedar/error-f097b5f4f46cda2d.mp3"
"marin","especially","especially","","","","","","26496","1.656","119","public/audio/tts/library/marin/especially-17e351add4913f24.mp3"
"cedar","especially","especially","","","","","","18432","1.152","119","public/audio/tts/library/cedar/especially-17e351add4913f24.mp3"
"marin","eve","eve","","","","","","14592","0.912","","public/audio/tts/library/marin/eve-517cf23f6779047c.mp3"
"cedar","eve","eve","","","","","","16896","1.056","","public/audio/tts/library/cedar/eve-517cf23f6779047c.mp3"
"marin","even","even","","","","","","16128","1.008","119","public/audio/tts/library/marin/even-58fc49110a62f896.mp3"
"cedar","even","even","","","","","","17664","1.104","119","public/audio/tts/library/cedar/even-58fc49110a62f896.mp3"
"marin","evening","evening","","","","","","17664","1.104","31","public/audio/tts/library/marin/evening-eeb40814af2f3869.mp3"
"cedar","evening","evening","","","","","","21888","1.368","31","public/audio/tts/library/cedar/evening-eeb40814af2f3869.mp3"
"marin","event","event","","","","","","40320","2.52","52","public/audio/tts/library/marin/event-d8073d788ee641f2.mp3"
"cedar","event","event","","","","","","18432","1.152","52","public/audio/tts/library/cedar/event-d8073d788ee641f2.mp3"
"marin","ever","ever","","","","","","13056","0.816","118","public/audio/tts/library/marin/ever-13414947a721f90a.mp3"
"cedar","ever","ever","","","","","","17664","1.104","118","public/audio/tts/library/cedar/ever-13414947a721f90a.mp3"
"marin","every","every","","","","","","13824","0.864","125","public/audio/tts/library/marin/every-ce706dbba072ee8c.mp3"
"cedar","every","every","","","","","","17664","1.104","125","public/audio/tts/library/cedar/every-ce706dbba072ee8c.mp3"
"marin","everybody","everybody","","","","","","19200","1.2","127","public/audio/tts/library/marin/everybody-b5cb1ab4257ac4b6.mp3"
"cedar","everybody","everybody","","","","","","19968","1.248","127","public/audio/tts/library/cedar/everybody-b5cb1ab4257ac4b6.mp3"
"marin","everyone","everyone","","","","","","22656","1.416","127","public/audio/tts/library/marin/everyone-a7fca98332f7f402.mp3"
"cedar","everyone","everyone","","","","","","19968","1.248","127","public/audio/tts/library/cedar/everyone-a7fca98332f7f402.mp3"
"marin","everyone (everybody)","everyone. Or, everybody.","","","","","","51456","3.216","","public/audio/tts/library/marin/everyone-everybody-74d0f1476bab2b10.mp3"
"cedar","everyone (everybody)","everyone. Or, everybody.","","","","","","45696","2.856","","public/audio/tts/library/cedar/everyone-everybody-74d0f1476bab2b10.mp3"
"marin","everything","everything","","","","","","21888","1.368","127","public/audio/tts/library/marin/everything-eb81716da981cba8.mp3"
"cedar","everything","everything","","","","","","24960","1.56","127","public/audio/tts/library/cedar/everything-eb81716da981cba8.mp3"
"marin","everywhere","everywhere","","","","","","19968","1.248","120","public/audio/tts/library/marin/everywhere-2c310be88eb2eaf8.mp3"
"cedar","everywhere","everywhere","","","","","","28800","1.8","120","public/audio/tts/library/cedar/everywhere-2c310be88eb2eaf8.mp3"
"marin","evil","evil","","","","","","24192","1.512","12","public/audio/tts/library/marin/evil-886b67480dbe73b4.mp3"
"cedar","evil","evil","","","","","","15360","0.96","12","public/audio/tts/library/cedar/evil-886b67480dbe73b4.mp3"
"marin","exam","exam","","","","","","17664","1.104","79","public/audio/tts/library/marin/exam-26e7b1b5865d66e3.mp3"
"cedar","exam","exam","","","","","","17664","1.104","79","public/audio/tts/library/cedar/exam-26e7b1b5865d66e3.mp3"
"marin","example","example","","","","","","19968","1.248","75","public/audio/tts/library/marin/example-13550350a8681c84.mp3"
"cedar","example","example","","","","","","15360","0.96","75","public/audio/tts/library/cedar/example-13550350a8681c84.mp3"
"marin","excellent","excellent","","","","","","25728","1.608","82","public/audio/tts/library/marin/excellent-06ea957c200002be.mp3"
"cedar","excellent","excellent","","","","","","16896","1.056","82","public/audio/tts/library/cedar/excellent-06ea957c200002be.mp3"
"marin","except","except","","","","","","18432","1.152","132","public/audio/tts/library/marin/except-00fbf65d9f84fbdb.mp3"
"cedar","except","except","","","","","","18432","1.152","132","public/audio/tts/library/cedar/except-00fbf65d9f84fbdb.mp3"
"marin","excited","excited","","","","","","42624","2.664","17","public/audio/tts/library/marin/excited-7c0086a850aff1ba.mp3"
"cedar","excited","excited","","","","","","16128","1.008","17","public/audio/tts/library/cedar/excited-7c0086a850aff1ba.mp3"
"marin","exciting","exciting","","","","","","16128","1.008","54","public/audio/tts/library/marin/exciting-cbe98191973b35bf.mp3"
"cedar","exciting","exciting","","","","","","27264","1.704","54","public/audio/tts/library/cedar/exciting-cbe98191973b35bf.mp3"
"marin","excuse","excuse","","","","","","19968","1.248","66","public/audio/tts/library/marin/excuse-2c27b07f5772a0f9.mp3"
"cedar","excuse","excuse","","","","","","19968","1.248","66","public/audio/tts/library/cedar/excuse-2c27b07f5772a0f9.mp3"
"marin","Excuse me.","Excuse me.","","","","","","28032","1.752","","public/audio/tts/library/marin/excuse-me-bd7799f9b8aad34a.mp3"
"cedar","Excuse me.","Excuse me.","","","","","","35328","2.208","","public/audio/tts/library/cedar/excuse-me-bd7799f9b8aad34a.mp3"
"marin","exercise","exercise","","","","","","24192","1.512","25","public/audio/tts/library/marin/exercise-8e9a7d483bf5a547.mp3"
"cedar","exercise","exercise","","","","","","21120","1.32","25","public/audio/tts/library/cedar/exercise-8e9a7d483bf5a547.mp3"
"marin","exist","exist","","","","","","22656","1.416","112","public/audio/tts/library/marin/exist-9bab6bfd30218e4a.mp3"
"cedar","exist","exist","","","","","","18432","1.152","112","public/audio/tts/library/cedar/exist-9bab6bfd30218e4a.mp3"
"marin","exit","exit","","","","","","19968","1.248","83","public/audio/tts/library/marin/exit-9577a8bfed904bd5.mp3"
"cedar","exit","exit","","","","","","24960","1.56","83","public/audio/tts/library/cedar/exit-9577a8bfed904bd5.mp3"
"marin","expect","expect","","","","","","21120","1.32","88","public/audio/tts/library/marin/expect-3e7babb892fcc7be.mp3"
"cedar","expect","expect","","","","","","19968","1.248","88","public/audio/tts/library/cedar/expect-3e7babb892fcc7be.mp3"
"marin","expensive","expensive","","","","","","30720","1.92","37","public/audio/tts/library/marin/expensive-fc1220aa7243647c.mp3"
"cedar","expensive","expensive","","","","","","24192","1.512","37","public/audio/tts/library/cedar/expensive-fc1220aa7243647c.mp3"
"marin","experience","experience","","","","","","22656","1.416","8","public/audio/tts/library/marin/experience-1f8ab4feb7e45c6f.mp3"
"cedar","experience","experience","","","","","","28800","1.8","8","public/audio/tts/library/cedar/experience-1f8ab4feb7e45c6f.mp3"
"marin","explain","explain","","","","","","27264","1.704","95","public/audio/tts/library/marin/explain-79638bf1005925e9.mp3"
"cedar","explain","explain","","","","","","17664","1.104","95","public/audio/tts/library/cedar/explain-79638bf1005925e9.mp3"
"marin","express","express","","","","","","21888","1.368","9","public/audio/tts/library/marin/express-d424a191fde9763d.mp3"
"cedar","express","express","","","","","","23424","1.464","9","public/audio/tts/library/cedar/express-d424a191fde9763d.mp3"
"marin","extra","extra","","","","","","13824","0.864","98","public/audio/tts/library/marin/extra-65110ea3b8b62b0c.mp3"
"cedar","extra","extra","","","","","","18432","1.152","98","public/audio/tts/library/cedar/extra-65110ea3b8b62b0c.mp3"
"marin","eye","eye","","","","","","23424","1.464","19","public/audio/tts/library/marin/eye-3b5e273d2eb0e1b2.mp3"
"cedar","eye","eye","","","","","","15360","0.96","19","public/audio/tts/library/cedar/eye-3b5e273d2eb0e1b2.mp3"
"marin","face","face","","","","","","21120","1.32","19","public/audio/tts/library/marin/face-98d57c25a2bed283.mp3"
"cedar","face","face","","","","","","22656","1.416","19","public/audio/tts/library/cedar/face-98d57c25a2bed283.mp3"
"marin","face the music","face the music","","","","","","24960","1.56","","public/audio/tts/library/marin/face-the-music-e89d1cbf2e59df7f.mp3"
"cedar","face the music","face the music","","","","","","32256","2.016","","public/audio/tts/library/cedar/face-the-music-e89d1cbf2e59df7f.mp3"
"marin","face the problem / music","face the problem. Or, face the music.","","","","","","62592","3.912","","public/audio/tts/library/marin/face-the-problem-music-9f0770c7bbb96e7b.mp3"
"cedar","face the problem / music","face the problem. Or, face the music.","","","","","","62592","3.912","","public/audio/tts/library/cedar/face-the-problem-music-9f0770c7bbb96e7b.mp3"
"marin","fact","fact","","","","","","16128","1.008","95","public/audio/tts/library/marin/fact-52f3037e7d24dd27.mp3"
"cedar","fact","fact","","","","","","16128","1.008","95","public/audio/tts/library/cedar/fact-52f3037e7d24dd27.mp3"
"marin","factory","factory","","","","","","23424","1.464","109","public/audio/tts/library/marin/factory-f24e362e035d2833.mp3"
"cedar","factory","factory","","","","","","16896","1.056","109","public/audio/tts/library/cedar/factory-f24e362e035d2833.mp3"
"marin","fail","fail","","","","","","19968","1.248","79","public/audio/tts/library/marin/fail-2056a28ea38a000f.mp3"
"cedar","fail","fail","","","","","","28032","1.752","79","public/audio/tts/library/cedar/fail-2056a28ea38a000f.mp3"
"marin","fair","fair","","","","","","14592","0.912","90","public/audio/tts/library/marin/fair-adbf4ef6446a2744.mp3"
"cedar","fair","fair","","","","","","22656","1.416","90","public/audio/tts/library/cedar/fair-adbf4ef6446a2744.mp3"
"marin","fall","fall","","","","","","18432","1.152","33","public/audio/tts/library/marin/fall-8cffd2ea394009f3.mp3"
"cedar","fall","fall","","","","","","25728","1.608","33","public/audio/tts/library/cedar/fall-8cffd2ea394009f3.mp3"
"marin","fall apart","fall apart","","","","","","25728","1.608","","public/audio/tts/library/marin/fall-apart-eac9f38ab3e4e8da.mp3"
"cedar","fall apart","fall apart","","","","","","28800","1.8","","public/audio/tts/library/cedar/fall-apart-eac9f38ab3e4e8da.mp3"
"marin","fall asleep","fall asleep","","","","","","27264","1.704","","public/audio/tts/library/marin/fall-asleep-d6d39b741ab75493.mp3"
"cedar","fall asleep","fall asleep","","","","","","34560","2.16","","public/audio/tts/library/cedar/fall-asleep-d6d39b741ab75493.mp3"
"marin","fall away","fall away","","","","","","24960","1.56","","public/audio/tts/library/marin/fall-away-e80a18a0176193ce.mp3"
"cedar","fall away","fall away","","","","","","24960","1.56","","public/audio/tts/library/cedar/fall-away-e80a18a0176193ce.mp3"
"marin","fall back","fall back","","","","","","28032","1.752","","public/audio/tts/library/marin/fall-back-8d44d068aeaac510.mp3"
"cedar","fall back","fall back","","","","","","32256","2.016","","public/audio/tts/library/cedar/fall-back-8d44d068aeaac510.mp3"
"marin","fall back on","fall back on","","","","","","24960","1.56","","public/audio/tts/library/marin/fall-back-on-7c49f7f1d3f2da94.mp3"
"cedar","fall back on","fall back on","","","","","","22656","1.416","","public/audio/tts/library/cedar/fall-back-on-7c49f7f1d3f2da94.mp3"
"marin","fall behind","fall behind","","","","","","27264","1.704","","public/audio/tts/library/marin/fall-behind-0d16f8a54c8e9641.mp3"
"cedar","fall behind","fall behind","","","","","","29568","1.848","","public/audio/tts/library/cedar/fall-behind-0d16f8a54c8e9641.mp3"
"marin","fall down","fall down","","","","","","24192","1.512","","public/audio/tts/library/marin/fall-down-539f0a52627efd3a.mp3"
"cedar","fall down","fall down","","","","","","30720","1.92","","public/audio/tts/library/cedar/fall-down-539f0a52627efd3a.mp3"
"marin","fall down / over","fall down. Or, fall over.","","","","","","56832","3.552","","public/audio/tts/library/marin/fall-down-over-4dc05eb04156fe08.mp3"
"cedar","fall down / over","fall down. Or, fall over.","","","","","","46464","2.904","","public/audio/tts/library/cedar/fall-down-over-4dc05eb04156fe08.mp3"
"marin","fall from favor","fall from favor","","","","","","28800","1.8","","public/audio/tts/library/marin/fall-from-favor-fa746999ee930d53.mp3"
"cedar","fall from favor","fall from favor","","","","","","36864","2.304","","public/audio/tts/library/cedar/fall-from-favor-fa746999ee930d53.mp3"
"marin","fall in love","fall in love","","","","","","24960","1.56","","public/audio/tts/library/marin/fall-in-love-e831782f3dd9831a.mp3"
"cedar","fall in love","fall in love","","","","","","48000","3","","public/audio/tts/library/cedar/fall-in-love-e831782f3dd9831a.mp3"
"marin","fall in with","fall in with","","","","","","28800","1.8","","public/audio/tts/library/marin/fall-in-with-7d1fe1fb36f7d89b.mp3"
"cedar","fall in with","fall in with","","","","","","25728","1.608","","public/audio/tts/library/cedar/fall-in-with-7d1fe1fb36f7d89b.mp3"
"marin","fall into the habit of …","fall into the habit of …","","","","","","36096","2.256","","public/audio/tts/library/marin/fall-into-the-habit-of-cee3e57653a64d05.mp3"
"cedar","fall into the habit of …","fall into the habit of …","","","","","","38400","2.4","","public/audio/tts/library/cedar/fall-into-the-habit-of-cee3e57653a64d05.mp3"
"marin","fall off","fall off","","","","","","26496","1.656","","public/audio/tts/library/marin/fall-off-c234406028d0e5c1.mp3"
"cedar","fall off","fall off","","","","","","19968","1.248","","public/audio/tts/library/cedar/fall-off-c234406028d0e5c1.mp3"
"marin","fall out","fall out","","","","","","27264","1.704","","public/audio/tts/library/marin/fall-out-33cc875b9bf83343.mp3"
"cedar","fall out","fall out","","","","","","19968","1.248","","public/audio/tts/library/cedar/fall-out-33cc875b9bf83343.mp3"
"marin","fall out of fashion/favor","fall out of fashion, or favor","","","","","","47232","2.952","","public/audio/tts/library/marin/fall-out-of-fashion-favor-33f8583fe86faec2.mp3"
"cedar","fall out of fashion/favor","fall out of fashion, or favor","","","","","","44160","2.76","","public/audio/tts/library/cedar/fall-out-of-fashion-favor-33f8583fe86faec2.mp3"
"marin","fall out with sb.","fall out with sb.","","","","","","34560","2.16","","public/audio/tts/library/marin/fall-out-with-sb-77b27f790b4684b1.mp3"
"cedar","fall out with sb.","fall out with sb.","","","","","","36864","2.304","","public/audio/tts/library/cedar/fall-out-with-sb-77b27f790b4684b1.mp3"
"marin","fall over","fall over","","","","","","28800","1.8","","public/audio/tts/library/marin/fall-over-aea98742885459e2.mp3"
"cedar","fall over","fall over","","","","","","29568","1.848","","public/audio/tts/library/cedar/fall-over-aea98742885459e2.mp3"
"marin","fall short of …","fall short of …","","","","","","36096","2.256","","public/audio/tts/library/marin/fall-short-of-ad266d62427d1fca.mp3"
"cedar","fall short of …","fall short of …","","","","","","28800","1.8","","public/audio/tts/library/cedar/fall-short-of-ad266d62427d1fca.mp3"
"marin","fall through","fall through","","","","","","31488","1.968","","public/audio/tts/library/marin/fall-through-ef3836de08511abe.mp3"
"cedar","fall through","fall through","","","","","","33024","2.064","","public/audio/tts/library/cedar/fall-through-ef3836de08511abe.mp3"
"marin","fall to pieces/bits","fall to pieces, or bits","","","","","","41088","2.568","","public/audio/tts/library/marin/fall-to-pieces-bits-3bd0276b4ecb1f02.mp3"
